id,name,value
1001,Autauga County,0.566332075
1003,Baldwin County,0.65056888
1005,Barbour County,0.492479507
1007,Bibb County,0.460229051
1009,Blount County,0.551530926
1011,Bullock County,0.262509235
1013,Butler County,0.467376976
1015,Calhoun County,0.627539403
1017,Chambers County,0.523982821
1019,Cherokee County,0.496124604
1021,Chilton County,0.513748472
1023,Choctaw County,0.423213997
1025,Clarke County,0.491761736
1027,Clay County,0.452793887
1029,Cleburne County,0.442984824
1031,Coffee County,0.573895757
1033,Colbert County,0.548447959
1035,Conecuh County,0.432341166
1037,Coosa County,0.410850957
1039,Covington County,0.515857532
1041,Crenshaw County,0.428010518
1043,Cullman County,0.564027986
1045,Dale County,0.558266016
1047,Dallas County,0.544472956
1049,DeKalb County,0.563313031
1051,Elmore County,0.596284701
1053,Escambia County,0.53200293
1055,Etowah County,0.61251648
1057,Fayette County,0.460463121
1059,Franklin County,0.495938636
1061,Geneva County,0.506543204
1063,Greene County,0.424514975
1065,Hale County,0.427491378
1067,Henry County,0.519115764
1069,Houston County,0.557914122
1071,Jackson County,0.548616463
1073,Jefferson County,0.789954218
1075,Lamar County,0.409879528
1077,Lauderdale County,0.609601517
1079,Lawrence County,0.506010905
1081,Lee County,0.640192484
1083,Limestone County,0.584481667
1085,Lowndes County,0.410893022
1087,Macon County,0.495103494
1089,Madison County,0.721195636
1091,Marengo County,0.4559388
1093,Marion County,0.483554727
1095,Marshall County,0.588327988
1097,Mobile County,0.72870713
1099,Monroe County,0.477337731
1101,Montgomery County,0.688569966
1103,Morgan County,0.624196868
1105,Perry County,0.474945446
1107,Pickens County,0.454173232
1109,Pike County,0.511585684
1111,Randolph County,0.476482811
1113,Russell County,0.55985768
1115,St. Clair County,0.593399375
1117,Shelby County,0.67296187
1119,Sumter County,0.407061408
1121,Talladega County,0.585896914
1123,Tallapoosa County,0.515989307
1125,Tuscaloosa County,0.675812654
1127,Walker County,0.586141346
1129,Washington County,0.385588445
1131,Wilcox County,0.452592285
1133,Winston County,0.480192614
2013,Aleutians East Borough,0.430925392
2016,Aleutians West Census Area,0.392875905
2020,Anchorage Municipality,0.707436404
2050,Bethel Census Area,0.422452687
2060,Bristol Bay Borough,0.28443702
2068,Denali Borough,0.443675324
2070,Dillingham Census Area,0.323216414
2090,Fairbanks North Star Borough,0.622945422
2100,Haines Borough,0.304077393
2105,Hoonah-Angoon Census Area,0.206802709
2110,Juneau City and Borough,0.570791569
2122,Kenai Peninsula Borough,0.555712611
2130,Ketchikan Gateway Borough,0.458874843
2150,Kodiak Island Borough,0.462387911
2164,Lake and Peninsula Borough,0.286030736
2170,Matanuska-Susitna Borough,0.608567728
2180,Nome Census Area,0.418053624
2185,North Slope Borough,0.463032975
2188,Northwest Arctic Borough,0.359479944
2195,Petersburg Census Area,0.345676417
2198,Prince of Wales-Hyder Census Area,0.310690824
2220,Sitka City and Borough,0.443675324
2230,Skagway Municipality,0.356828844
2240,Southeast Fairbanks Census Area,0.328802626
2261,Valdez-Cordova Census Area,0.364929349
2270,Wade Hampton Census Area,0.3421661
2275,Wrangell City and Borough,0.356828844
2282,Yakutat City and Borough,0.25448274
2290,Yukon-Koyukuk Census Area,0.335669963
4001,Apache County,0.58260356
4003,Cochise County,0.647360287
4005,Coconino County,0.648099573
